uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
uniqueid_1088,No,Rural,Yes,,30,Female,Spouse,Single/Never Married,Primary education,Informally employed
uniqueid_5161,No,Urban,No,1.0,30,Female,Head of Household,Widowed,Primary education,Informally employed
uniqueid_6408,No,Rural,Yes,1.0,30,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed
uniqueid_4292,No,Urban,No,1.0,31,Female,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_592,No,Urban,No,1.0,60,Male,Head of Household,Married/Living together,No formal education,Self employed
uniqueid_3907,No,Urban,Yes,,24,Female,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_2775,No,Rural,Yes,1.0,35,Female,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_4561,No,Urban,No,3.0,69,Male,Head of Household,Single/Never Married,No formal education,Self employed
uniqueid_4572,No,Urban,Yes,,46,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_3449,No,Urban,Yes,2.0,29,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_4843,No,Rural,Yes,2.0,26,Male,Other relative,Married/Living together,Vocational/Specialised training,Self employed
uniqueid_4734,No,Urban,Yes,,47,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_5582,Yes,Rural,Yes,1.0,30,Female,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
uniqueid_3997,No,Rural,Yes,4.0,20,Male,Parent,Divorced/Seperated,Primary education,Self employed
uniqueid_2298,No,Urban,Yes,3.0,39,Female,Spouse,Single/Never Married,No formal education,Self employed
uniqueid_1272,No,Urban,No,4.0,20,Male,Parent,Divorced/Seperated,Primary education,Self employed
uniqueid_3278,No,Rural,Yes,1.0,23,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
uniqueid_423,Yes,Urban,Yes,2.0,23,Female,Spouse,Single/Never Married,Tertiary education,Formally employed Private
uniqueid_5393,No,Urban,No,,48,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_2382,No,Urban,No,2.0,27,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_339,No,Urban,Yes,2.0,27,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_3992,No,Urban,Yes,2.0,83,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_6079,No,Urban,Yes,4.0,24,Female,Parent,Married/Living together,Primary education,Remittance Dependent
uniqueid_2512,Yes,Urban,Yes,5.0,34,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_2071,No,Urban,No,2.0,21,Female,Spouse,Single/Never Married,Primary education,No Income
uniqueid_3162,No,Urban,No,2.0,53,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_3487,No,Urban,Yes,2.0,45,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_341,No,Urban,No,2.0,25,Female,Spouse,Single/Never Married,Tertiary education,Self employed
uniqueid_2139,No,Rural,Yes,5.0,18,Female,Parent,Divorced/Seperated,Tertiary education,Remittance Dependent
uniqueid_5325,No,Urban,No,3.0,19,Male,Parent,Divorced/Seperated,Secondary education,No Income
uniqueid_3899,No,Rural,No,5.0,17,Female,Child,Divorced/Seperated,Primary education,Informally employed
uniqueid_3546,No,Urban,No,4.0,54,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_4504,Yes,Urban,Yes,1.0,26,Male,Head of Household,Divorced/Seperated,Tertiary education,Self employed
uniqueid_216,No,Urban,Yes,2.0,31,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_1987,No,Urban,Yes,2.0,35,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_2366,Yes,Rural,Yes,1.0,34,Female,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
uniqueid_4811,No,Rural,Yes,2.0,57,Female,Head of Household,Single/Never Married,No formal education,Self employed
uniqueid_10,No,Urban,No,2.0,65,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_1631,No,Urban,Yes,,25,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_5496,No,Urban,No,5.0,48,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_2242,No,Urban,No,5.0,25,Female,Parent,Single/Never Married,Primary education,Self employed
uniqueid_20,No,Urban,No,3.0,18,Female,Parent,Married/Living together,Primary education,Self employed
uniqueid_106,No,Urban,Yes,2.0,25,Female,Spouse,Single/Never Married,Secondary education,Self employed
uniqueid_6533,No,Urban,No,2.0,16,Male,Parent,Divorced/Seperated,Secondary education,Remittance Dependent
uniqueid_2966,No,Urban,Yes,2.0,44,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_1485,No,Urban,No,2.0,54,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_4189,No,Urban,No,5.0,17,Female,Parent,Single/Never Married,Primary education,Self employed
uniqueid_2180,Yes,Rural,Yes,,35,Female,Head of Household,Widowed,Tertiary education,Self employed
uniqueid_5823,No,Rural,Yes,5.0,50,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_3413,Yes,Rural,No,2.0,33,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_5055,Yes,Rural,Yes,2.0,47,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
uniqueid_2562,No,Urban,No,2.0,23,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_5531,No,Urban,Yes,1.0,38,Female,Head of Household,Single/Never Married,Tertiary education,Informally employed
uniqueid_5267,No,Urban,No,2.0,26,Female,Spouse,Single/Never Married,No formal education,Informally employed
uniqueid_1773,No,Rural,Yes,2.0,45,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_1753,No,Urban,Yes,2.0,33,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_1875,Yes,Urban,Yes,2.0,45,Female,Head of Household,Single/Never Married,Primary education,Formally employed Private
uniqueid_3663,No,Urban,No,1.0,30,Female,Head of Household,Single/Never Married,No formal education,Self employed
uniqueid_5278,No,Urban,No,2.0,25,Female,Spouse,Single/Never Married,Secondary education,Self employed
uniqueid_723,No,Urban,No,2.0,88,Female,Head of Household,Widowed,No formal education,Remittance Dependent
uniqueid_2038,Yes,Rural,Yes,3.0,49,Male,Other relative,Single/Never Married,Vocational/Specialised training,Formally employed Private
uniqueid_4786,Yes,Rural,Yes,4.0,22,Female,Child,Divorced/Seperated,Tertiary education,Remittance Dependent
uniqueid_5308,No,Urban,Yes,2.0,31,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_4817,No,Urban,Yes,3.0,40,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_296,No,Rural,Yes,3.0,38,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_2818,No,Rural,Yes,2.0,56,Female,Head of Household,Widowed,Primary education,Informally employed
uniqueid_3794,No,Rural,No,4.0,27,Male,Parent,Divorced/Seperated,Primary education,Informally employed
uniqueid_33,No,Urban,Yes,1.0,25,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
uniqueid_2689,No,Urban,No,3.0,30,Female,Spouse,Single/Never Married,No formal education,Self employed
uniqueid_4735,No,Rural,Yes,1.0,22,Female,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_1469,No,Rural,Yes,1.0,45,Female,Head of Household,Widowed,Primary education,Self employed
uniqueid_5911,Yes,Rural,Yes,2.0,42,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_2261,No,Rural,Yes,2.0,25,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
uniqueid_2033,No,Urban,No,2.0,67,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_6322,No,Urban,Yes,3.0,19,Male,Parent,Divorced/Seperated,Primary education,Self employed
uniqueid_3996,No,Urban,No,1.0,40,Female,Head of Household,Single/Never Married,Tertiary education,Self employed
uniqueid_5749,No,Urban,No,2.0,27,Female,Spouse,Single/Never Married,Secondary education,Self employed
uniqueid_1797,No,Rural,Yes,1.0,65,Female,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_1541,No,Urban,No,2.0,60,Male,Head of Household,Single/Never Married,Primary education,Remittance Dependent
uniqueid_4402,No,Urban,Yes,,55,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_6186,Yes,Urban,Yes,3.0,61,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_5418,Yes,Urban,Yes,2.0,50,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
uniqueid_5179,No,Urban,No,2.0,19,Female,Spouse,Single/Never Married,No formal education,Informally employed
uniqueid_690,Yes,Rural,Yes,2.0,37,Female,Spouse,Single/Never Married,Tertiary education,Informally employed
uniqueid_6540,No,Urban,Yes,2.0,25,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_3530,No,Urban,Yes,2.0,74,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_4261,No,Rural,No,1.0,52,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
uniqueid_5227,No,Urban,Yes,1.0,32,Female,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_4361,No,Urban,Yes,2.0,44,Male,Head of Household,Single/Never Married,Primary education,Other Income
uniqueid_5618,No,Rural,Yes,1.0,28,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Self employed
uniqueid_4014,Yes,Urban,Yes,4.0,26,Male,Parent,Single/Never Married,Vocational/Specialised training,Self employed
uniqueid_290,No,Rural,Yes,,66,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_378,No,Urban,No,2.0,49,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_3201,No,Urban,Yes,,24,Female,Spouse,Single/Never Married,Primary education,Informally employed
uniqueid_4731,No,Urban,Yes,2.0,30,Female,Spouse,Single/Never Married,Tertiary education,Informally employed
uniqueid_4969,No,Rural,No,2.0,58,Female,Spouse,Single/Never Married,No formal education,Informally employed
uniqueid_6633,No,Rural,No,2.0,25,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_5754,No,Urban,Yes,,39,Female,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_1526,No,Urban,No,,71,Female,Head of Household,Widowed,No formal education,Self employed
uniqueid_5485,No,Urban,Yes,2.0,43,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_1040,No,Urban,Yes,2.0,32,Male,Head of Household,Single/Never Married,No formal education,Self employed
uniqueid_4000,Yes,Urban,Yes,3.0,44,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
uniqueid_114,Yes,Urban,Yes,1.0,29,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
uniqueid_5976,No,Urban,No,2.0,16,Female,Parent,Single/Never Married,Primary education,No Income
uniqueid_4272,No,Rural,No,2.0,24,Female,Spouse,Single/Never Married,Tertiary education,No Income
uniqueid_4358,No,Urban,No,2.0,39,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_249,No,Urban,No,4.0,38,Female,Spouse,Single/Never Married,No formal education,Self employed
uniqueid_4560,No,Rural,No,3.0,17,Female,Other relative,Divorced/Seperated,Primary education,No Income
uniqueid_3072,No,Rural,Yes,2.0,22,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
uniqueid_5693,No,Urban,No,2.0,30,Female,Spouse,Single/Never Married,No formal education,Self employed
uniqueid_805,No,Urban,Yes,1.0,80,Female,Head of Household,Widowed,No formal education,Remittance Dependent
uniqueid_4216,Yes,Rural,Yes,3.0,43,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
uniqueid_3891,No,Urban,No,,20,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_2696,No,Urban,No,4.0,36,Female,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_6628,No,Urban,Yes,2.0,47,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_1889,No,Urban,No,2.0,38,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_1232,Yes,Rural,Yes,2.0,30,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
uniqueid_5692,No,Urban,No,,20,Male,Parent,Divorced/Seperated,Primary education,Self employed
uniqueid_1561,Yes,Rural,Yes,2.0,40,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
uniqueid_943,No,Urban,No,3.0,25,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_5415,No,Urban,Yes,2.0,31,Male,Head of Household,Single/Never Married,No formal education,Self employed
uniqueid_287,Yes,Rural,Yes,2.0,70,Male,Head of Household,Single/Never Married,Tertiary education,Government Dependent
uniqueid_1594,Yes,Rural,Yes,2.0,30,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
uniqueid_4231,No,Urban,Yes,2.0,35,Female,Spouse,Single/Never Married,No formal education,Self employed
uniqueid_4540,No,Urban,No,,23,Female,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent
uniqueid_433,No,Urban,No,2.0,62,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_3923,No,Urban,No,2.0,65,Male,Head of Household,Single/Never Married,No formal education,Self employed
uniqueid_3208,No,Urban,No,2.0,20,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_895,No,Urban,Yes,2.0,35,Male,Head of Household,Single/Never Married,No formal education,Self employed
uniqueid_4722,Yes,Rural,Yes,2.0,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_6433,No,Urban,No,1.0,29,Female,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_3090,No,Rural,Yes,3.0,34,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_4625,No,Rural,No,,19,Female,Spouse,Single/Never Married,Primary education,Informally employed
uniqueid_3977,No,Urban,Yes,1.0,50,Female,Head of Household,Widowed,No formal education,Self employed
uniqueid_3837,No,Urban,No,2.0,49,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_1630,No,Rural,Yes,3.0,22,Female,Parent,Single/Never Married,Tertiary education,Remittance Dependent
uniqueid_2603,No,Urban,No,1.0,38,Female,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_1106,No,Rural,Yes,3.0,21,Female,Other non-relatives,Married/Living together,Primary education,Formally employed Private
uniqueid_2480,No,Urban,Yes,4.0,56,Male,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_6314,No,Rural,Yes,2.0,18,Female,Parent,Divorced/Seperated,Tertiary education,Informally employed
uniqueid_3347,No,Urban,No,3.0,25,Female,Spouse,Single/Never Married,No formal education,Informally employed
uniqueid_3962,No,Urban,No,1.0,67,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
